model,event_index,year,draw_number,drawing_no,date,predicted_top6,actual_numbers,matched_numbers,hit_count
frequency_baseline,8343,2012,73,1,,4 21 25 28 44 49,10 12 31 41 42 43,,0
frequency_baseline,8344,2012,73,2,,4 21 25 28 44 49,7 21 24 29 34 49,21 49,2
frequency_baseline,8345,2012,74,1,,4 21 25 28 44 49,12 14 17 20 33 44,44,1
frequency_baseline,8346,2012,74,2,,4 21 25 28 44 49,11 13 16 21 22 37,21,1
frequency_baseline,8347,2012,75,1,,4 21 25 28 44 49,3 12 18 21 31 49,21 49,2
frequency_baseline,8348,2012,75,2,,4 21 25 28 44 49,3 18 31 41 43 48,,0
frequency_baseline,8349,2012,76,1,,4 21 25 28 44 49,11 19 32 36 38 44,44,1
frequency_baseline,8350,2012,76,2,,4 21 25 28 44 49,16 20 23 29 42 46,,0
frequency_baseline,8351,2012,77,1,,4 21 25 28 44 49,1 8 9 28 33 36,28,1
frequency_baseline,8352,2012,77,2,,4 21 25 28 44 49,3 6 10 15 31 43,,0
frequency_baseline,8353,2012,78,1,,4 21 25 28 44 49,4 6 8 11 16 29,4,1
frequency_baseline,8354,2012,78,2,,4 21 25 28 44 49,8 12 22 38 44 48,44,1
frequency_baseline,8355,2012,79,1,,4 21 25 28 44 49,13 16 19 23 24 41,,0
frequency_baseline,8356,2012,79,2,,4 21 25 28 44 49,3 5 18 27 32 46,,0
frequency_baseline,8357,2012,80,1,,4 21 25 28 44 49,1 25 26 31 33 46,25,1
frequency_baseline,8358,2012,80,2,,4 21 25 28 44 49,1 3 4 8 32 35,4,1
frequency_baseline,8359,2012,81,1,,4 21 25 28 44 49,22 24 31 38 41 44,44,1
frequency_baseline,8360,2012,81,2,,4 21 25 28 44 49,12 24 25 41 45 49,25 49,2
frequency_baseline,8361,2012,82,1,,4 21 25 28 44 49,1 19 23 27 29 41,,0
frequency_baseline,8362,2012,82,2,,1 4 21 25 44 49,9 24 26 32 42 47,,0
frequency_baseline,8363,2012,83,1,,1 4 21 25 44 49,2 5 18 25 33 43,25,1
frequency_baseline,8364,2012,83,2,,1 4 21 25 44 49,13 16 30 31 37 38,,0
frequency_baseline,8365,2012,84,1,,1 4 21 25 44 49,14 25 26 32 37 47,25,1
frequency_baseline,8366,2012,84,2,,1 4 21 25 44 49,4 9 14 16 23 48,4,1
frequency_baseline,8367,2012,85,1,,1 4 21 25 44 49,6 21 33 36 44 45,21 44,2
frequency_baseline,8368,2012,85,2,,1 4 21 25 44 49,9 11 15 17 20 48,,0
frequency_baseline,8369,2012,86,1,,1 4 21 25 44 49,4 9 38 43 45 46,4,1
frequency_baseline,8370,2012,86,2,,1 4 21 25 44 49,6 25 39 40 46 49,25 49,2
frequency_baseline,8371,2012,87,1,,1 4 21 25 44 49,7 19 21 27 28 47,21,1
frequency_baseline,8372,2012,87,2,,4 21 25 28 44 49,21 23 30 34 36 46,21,1
frequency_baseline,8373,2012,88,1,,4 21 25 28 44 49,5 7 10 21 30 43,21,1
frequency_baseline,8374,2012,88,2,,4 21 25 28 44 49,7 24 32 39 43 47,,0
frequency_baseline,8375,2012,89,1,,4 21 25 28 44 49,5 25 27 37 46 48,25,1
frequency_baseline,8376,2012,89,2,,4 21 25 28 44 49,3 10 26 31 37 38,,0
frequency_baseline,8377,2012,90,1,,4 21 25 28 44 49,17 25 31 33 38 44,25 44,2
frequency_baseline,8378,2012,90,2,,4 21 25 28 44 49,18 19 22 30 32 34,,0
frequency_baseline,8379,2012,91,1,,4 21 25 28 44 49,2 9 20 21 30 38,21,1
frequency_baseline,8380,2012,91,2,,4 21 25 28 44 49,1 2 5 9 21 42,21,1
frequency_baseline,8381,2012,92,1,,1 4 21 25 44 49,17 20 27 29 32 33,,0
frequency_baseline,8382,2012,92,2,,1 4 21 25 44 49,11 28 32 36 44 46,44,1
frequency_baseline,8383,2012,93,1,,4 21 25 28 44 49,15 16 21 30 46 49,21 49,2
frequency_baseline,8384,2012,93,2,,4 21 25 28 44 49,1 7 19 24 36 38,,0
frequency_baseline,8385,2012,94,1,,1 4 21 25 44 49,15 17 18 22 41 43,,0
frequency_baseline,8386,2012,94,2,,1 4 21 25 44 49,13 15 18 22 28 47,,0
frequency_baseline,8387,2012,95,1,,4 21 25 28 44 49,12 26 29 30 36 38,,0
frequency_baseline,8388,2012,95,2,,4 21 25 28 44 49,5 19 22 26 30 49,49,1
frequency_baseline,8389,2012,96,1,,4 21 25 28 44 49,7 8 14 23 40 48,,0
frequency_baseline,8390,2012,96,2,,4 21 25 28 44 49,12 20 42 43 48 49,49,1
frequency_baseline,8391,2012,97,1,,4 21 25 28 44 49,7 9 30 33 42 43,,0
frequency_baseline,8392,2012,97,2,,4 21 25 28 44 49,3 9 15 19 23 34,,0
frequency_baseline,8393,2012,98,1,,4 21 25 28 44 49,7 8 13 17 32 37,,0
frequency_baseline,8394,2012,98,2,,4 17 21 25 44 49,1 11 17 29 35 43,17,1
frequency_baseline,8395,2012,99,1,,4 17 21 25 44 49,3 6 8 9 12 44,44,1
frequency_baseline,8396,2012,99,2,,4 17 21 25 44 49,1 6 9 22 24 29,,0
frequency_baseline,8397,2012,100,1,,1 4 21 25 44 49,2 15 35 41 42 46,,0
frequency_baseline,8398,2012,100,2,,1 4 21 25 44 49,15 23 30 32 37 38,,0
frequency_baseline,8399,2012,101,1,,1 4 21 25 44 49,5 13 17 28 35 49,49,1
frequency_baseline,8400,2012,101,2,,4 17 21 25 44 49,18 21 27 30 36 44,21 44,2
frequency_baseline,8401,2012,102,1,,4 17 21 25 44 49,23 24 30 42 47 48,,0
frequency_baseline,8402,2012,102,2,,4 17 21 25 44 49,2 6 29 40 44 48,44,1
frequency_baseline,8403,2012,103,1,,4 17 21 25 44 49,2 5 13 26 41 44,44,1
frequency_baseline,8404,2012,103,2,,4 17 21 25 44 49,7 12 14 24 28 33,,0
frequency_baseline,8405,2013,0,1,,4 17 21 25 44 49,2 9 19 20 23 30,,0
frequency_baseline,8406,2013,0,2,,4 17 21 25 44 49,5 16 39 40 44 48,44,1
frequency_baseline,8407,2013,1,1,,4 17 21 25 44 49,4 8 14 15 19 28,4,1
frequency_baseline,8408,2013,1,2,,4 21 25 28 44 49,20 22 32 36 44 46,44,1
frequency_baseline,8409,2013,2,1,,4 21 25 28 44 49,9 12 22 30 37 47,,0
frequency_baseline,8410,2013,2,2,,4 21 25 28 44 49,8 20 21 41 42 46,21,1
frequency_baseline,8411,2013,3,1,,4 21 25 28 44 49,26 29 31 32 34 36,,0
frequency_baseline,8412,2013,3,2,,4 21 25 28 44 49,3 9 10 36 43 49,49,1
frequency_baseline,8413,2013,4,1,,4 21 25 28 44 49,1 8 16 25 41 45,25,1
frequency_baseline,8414,2013,4,2,,4 21 25 28 44 49,3 10 11 14 32 33,,0
frequency_baseline,8415,2013,5,1,,4 21 25 28 44 49,6 18 20 27 31 47,,0
frequency_baseline,8416,2013,5,2,,4 21 25 28 44 49,4 12 19 23 26 30,4,1
frequency_baseline,8417,2013,6,1,,4 21 25 28 44 49,14 27 34 36 38 40,,0
frequency_baseline,8418,2013,6,2,,4 21 25 28 44 49,1 7 9 18 30 46,,0
frequency_baseline,8419,2013,7,1,,1 4 21 25 44 49,8 15 16 41 42 47,,0
frequency_baseline,8420,2013,7,2,,1 4 21 25 44 49,3 8 15 30 31 38,,0
frequency_baseline,8421,2013,8,1,,1 4 21 25 44 49,12 33 41 43 47 48,,0
frequency_baseline,8422,2013,8,2,,1 4 21 25 44 49,4 5 23 30 35 43,4,1
frequency_baseline,8423,2013,9,1,,1 4 21 25 44 49,10 13 31 33 43 46,,0
frequency_baseline,8424,2013,9,2,,1 4 21 25 44 49,6 24 25 35 41 42,25,1
frequency_baseline,8425,2013,10,1,,1 4 21 25 44 49,4 19 21 33 40 46,4 21,2
frequency_baseline,8426,2013,10,2,,1 4 21 25 44 49,7 20 21 26 33 34,21,1
frequency_baseline,8427,2013,11,1,,1 4 21 25 44 49,8 13 15 24 35 41,,0
frequency_baseline,8428,2013,11,2,,1 4 21 25 44 49,2 11 17 27 32 33,,0
frequency_baseline,8429,2013,12,1,,1 4 21 25 44 49,10 13 27 36 38 45,,0
frequency_baseline,8430,2013,12,2,,1 4 21 25 44 49,6 12 23 35 42 48,,0
frequency_baseline,8431,2013,13,1,,1 4 21 25 44 49,2 7 14 27 42 49,49,1
frequency_baseline,8432,2013,13,2,,1 4 21 25 44 49,11 18 21 22 30 46,21,1
frequency_baseline,8433,2013,14,1,,1 4 21 25 44 49,8 11 15 33 37 48,,0
frequency_baseline,8434,2013,14,2,,1 4 21 25 44 49,12 15 23 26 33 46,,0
frequency_baseline,8435,2013,15,1,,1 4 21 25 44 49,3 14 20 26 30 37,,0
frequency_baseline,8436,2013,15,2,,1 4 21 25 44 49,13 20 23 26 46 48,,0
frequency_baseline,8437,2013,16,1,,1 4 21 25 44 49,3 15 16 25 26 35,25,1
frequency_baseline,8438,2013,16,2,,1 4 21 25 44 49,7 26 34 35 44 48,44,1
frequency_baseline,8439,2013,17,1,,1 4 21 25 44 49,2 6 16 21 38 45,21,1
frequency_baseline,8440,2013,17,2,,1 4 21 25 44 49,1 7 18 31 48 49,1 49,2
frequency_baseline,8441,2013,18,1,,1 4 21 25 44 49,9 13 14 29 31 46,,0
frequency_baseline,8442,2013,18,2,,1 4 21 25 44 49,1 2 9 30 39 47,1,1
frequency_baseline,8443,2013,19,1,,1 4 21 25 44 49,15 18 26 30 33 38,,0
frequency_baseline,8444,2013,19,2,,1 4 21 25 44 49,12 15 18 33 44 46,44,1
frequency_baseline,8445,2013,20,1,,1 4 21 25 44 49,8 12 17 29 41 45,,0
frequency_baseline,8446,2013,20,2,,1 4 21 25 44 49,9 12 16 38 43 46,,0
frequency_baseline,8447,2013,21,1,,1 4 21 25 44 49,1 13 14 15 30 36,1,1
frequency_baseline,8448,2013,21,2,,1 4 21 25 44 49,1 6 16 23 28 37,1,1
frequency_baseline,8449,2013,22,1,,1 4 21 25 44 49,6 9 11 13 15 45,,0
frequency_baseline,8450,2013,22,2,,1 4 21 25 44 49,10 32 36 37 38 48,,0
frequency_baseline,8451,2013,23,1,,1 4 21 25 44 49,12 16 18 27 39 41,,0
frequency_baseline,8452,2013,23,2,,1 4 21 25 44 49,16 25 28 29 35 41,25,1
frequency_baseline,8453,2013,24,1,,1 4 21 25 44 49,7 13 14 20 32 36,,0
frequency_baseline,8454,2013,24,2,,1 4 21 25 44 49,3 7 9 20 27 37,,0
frequency_baseline,8455,2013,25,1,,1 4 21 25 44 49,2 6 15 25 26 49,25 49,2
frequency_baseline,8456,2013,25,2,,1 4 21 25 44 49,23 26 28 41 44 46,44,1
frequency_baseline,8457,2013,26,1,,1 4 21 25 44 49,10 12 14 18 36 42,,0
frequency_baseline,8458,2013,26,2,,1 4 21 25 44 49,5 9 17 25 26 37,25,1
frequency_baseline,8459,2013,27,1,,1 4 21 25 44 49,1 5 10 30 33 39,1,1
frequency_baseline,8460,2013,27,2,,1 4 21 25 44 49,3 5 7 16 22 45,,0
frequency_baseline,8461,2013,28,1,,1 4 21 25 44 49,17 28 29 30 38 42,,0
frequency_baseline,8462,2013,28,2,,1 4 21 25 44 49,14 16 17 30 36 44,44,1
frequency_baseline,8463,2013,29,1,,1 4 21 25 44 49,14 26 27 30 34 39,,0
frequency_baseline,8464,2013,29,2,,1 4 21 25 44 49,9 16 23 25 38 42,25,1
frequency_baseline,8465,2013,30,1,,1 4 21 25 44 49,15 19 22 31 34 41,,0
frequency_baseline,8466,2013,30,2,,1 4 21 25 44 49,14 17 20 30 39 41,,0
frequency_baseline,8467,2013,31,1,,1 4 21 25 44 49,7 10 24 33 34 46,,0
frequency_baseline,8468,2013,31,2,,1 4 21 25 44 49,18 25 27 37 47 49,25 49,2
frequency_baseline,8469,2013,32,1,,1 4 21 25 44 49,6 16 31 32 37 44,44,1
frequency_baseline,8470,2013,32,2,,1 4 21 25 44 49,23 27 32 36 41 44,44,1
frequency_baseline,8471,2013,33,1,,1 4 21 25 44 49,17 30 33 42 44 49,44 49,2
frequency_baseline,8472,2013,33,2,,4 17 21 25 44 49,11 13 27 29 39 47,,0
frequency_baseline,8473,2013,34,1,,4 17 21 25 44 49,14 24 28 33 44 49,44 49,2
frequency_baseline,8474,2013,34,2,,4 17 21 25 44 49,3 6 29 38 44 49,44 49,2
frequency_baseline,8475,2013,35,1,,4 17 21 25 44 49,1 8 24 38 39 40,,0
frequency_baseline,8476,2013,35,2,,1 4 21 25 44 49,4 15 26 30 31 48,4,1
frequency_baseline,8477,2013,36,1,,1 4 21 25 44 49,7 9 16 33 37 47,,0
frequency_baseline,8478,2013,36,2,,1 4 21 25 44 49,7 9 12 22 25 34,25,1
frequency_baseline,8479,2013,37,1,,1 4 21 25 44 49,3 23 29 36 45 46,,0
frequency_baseline,8480,2013,37,2,,1 4 21 25 44 49,11 22 26 31 39 43,,0
frequency_baseline,8481,2013,38,1,,1 4 21 25 44 49,8 11 13 26 35 42,,0
frequency_baseline,8482,2013,38,2,,1 4 21 25 44 49,5 12 24 28 29 35,,0
frequency_baseline,8483,2013,39,1,,1 4 21 25 44 49,10 13 23 37 38 41,,0
frequency_baseline,8484,2013,39,2,,1 4 21 25 44 49,8 23 26 31 37 41,,0
frequency_baseline,8485,2013,40,1,,1 4 21 25 44 49,4 19 27 32 36 43,4,1
frequency_baseline,8486,2013,40,2,,1 4 21 25 44 49,2 21 27 33 45 46,21,1
frequency_baseline,8487,2013,41,1,,1 4 21 25 44 49,4 9 23 40 41 44,4 44,2
frequency_baseline,8488,2013,41,2,,1 4 21 25 44 49,2 4 9 13 15 40,4,1
frequency_baseline,8489,2013,42,1,,1 4 21 25 44 49,1 3 6 7 11 14,1,1
frequency_baseline,8490,2013,42,2,,1 4 21 25 44 49,1 4 6 22 25 35,1 4 25,3
frequency_baseline,8491,2013,43,1,,1 4 21 25 44 49,1 4 11 15 24 36,1 4,2
frequency_baseline,8492,2013,43,2,,1 4 21 25 44 49,4 11 24 28 29 46,4,1
frequency_baseline,8493,2013,44,1,,1 4 21 25 44 49,5 9 11 13 16 48,,0
frequency_baseline,8494,2013,44,2,,1 4 21 25 44 49,6 9 10 14 22 34,,0
frequency_baseline,8495,2013,45,1,,1 4 21 25 44 49,17 23 33 37 42 44,44,1
frequency_baseline,8496,2013,45,2,,1 4 21 25 44 49,13 18 20 24 40 41,,0
frequency_baseline,8497,2013,46,1,,1 4 21 25 44 49,2 9 10 28 45 46,,0
frequency_baseline,8498,2013,46,2,,1 4 21 25 44 49,15 24 27 30 46 49,49,1
frequency_baseline,8499,2013,47,1,,1 4 21 25 44 49,6 15 22 28 30 46,,0
frequency_baseline,8500,2013,47,2,,1 4 21 25 44 49,28 34 36 38 45 48,,0
frequency_baseline,8501,2013,48,1,,1 4 25 28 44 49,5 6 23 37 46 48,,0
frequency_baseline,8502,2013,48,2,,1 4 25 28 44 49,12 14 19 24 38 49,49,1
frequency_baseline,8503,2013,49,1,,1 4 25 28 44 49,8 15 21 33 35 46,,0
frequency_baseline,8504,2013,49,2,,4 21 25 28 44 49,6 13 14 15 43 47,,0
frequency_baseline,8505,2013,50,1,,4 6 21 25 44 49,2 4 18 24 34 49,4 49,2
frequency_baseline,8506,2013,50,2,,4 6 21 25 44 49,6 7 10 12 33 36,6,1
frequency_baseline,8507,2013,51,1,,4 6 21 25 44 49,3 9 13 21 26 27,21,1
frequency_baseline,8508,2013,51,2,,4 6 21 25 44 49,1 10 26 38 43 48,,0
frequency_baseline,8509,2013,52,1,,4 6 21 25 44 49,13 16 29 39 47 48,,0
frequency_baseline,8510,2013,52,2,,4 6 21 25 44 49,4 7 10 15 31 40,4,1
frequency_baseline,8511,2013,53,1,,4 6 21 25 44 49,13 15 16 20 26 31,,0
frequency_baseline,8512,2013,53,2,,4 6 21 25 44 49,4 14 22 24 37 44,4 44,2
frequency_baseline,8513,2013,54,1,,4 6 21 25 44 49,1 14 16 43 48 49,49,1
frequency_baseline,8514,2013,54,2,,1 4 6 25 44 49,1 7 17 24 44 49,1 44 49,3
frequency_baseline,8515,2013,55,1,,1 4 6 25 44 49,9 23 27 40 41 44,44,1
frequency_baseline,8516,2013,55,2,,1 4 6 25 44 49,18 19 27 41 42 49,49,1
frequency_baseline,8517,2013,56,1,,1 4 6 25 44 49,10 24 28 41 44 49,44 49,2
frequency_baseline,8518,2013,56,2,,1 4 6 25 44 49,5 6 16 28 34 47,6,1
frequency_baseline,8519,2013,57,1,,1 4 6 25 44 49,11 15 26 37 39 41,,0
frequency_baseline,8520,2013,57,2,,1 4 6 25 44 49,1 2 9 21 32 45,1,1
frequency_baseline,8521,2013,58,1,,1 4 6 25 44 49,8 21 23 36 42 43,,0
frequency_baseline,8522,2013,58,2,,1 4 21 25 44 49,8 9 10 18 19 47,,0
frequency_baseline,8523,2013,59,1,,1 4 21 25 44 49,1 13 20 38 43 45,1,1
frequency_baseline,8524,2013,59,2,,1 4 21 25 44 49,10 36 38 39 42 43,,0
frequency_baseline,8525,2013,60,1,,1 4 21 25 44 49,24 29 31 35 37 38,,0
frequency_baseline,8526,2013,60,2,,1 4 21 25 44 49,9 27 29 40 41 42,,0
frequency_baseline,8527,2013,61,1,,1 4 21 25 44 49,10 18 21 24 39 41,21,1
frequency_baseline,8528,2013,61,2,,1 4 21 25 44 49,1 17 24 35 41 43,1,1
frequency_baseline,8529,2013,62,1,,1 4 21 25 44 49,29 32 37 41 43 47,,0
frequency_baseline,8530,2013,62,2,,1 4 21 25 44 49,3 15 30 39 42 43,,0
frequency_baseline,8531,2013,63,1,,1 4 21 25 44 49,10 13 29 36 41 48,,0
frequency_baseline,8532,2013,63,2,,1 4 21 25 44 49,10 16 25 40 41 46,25,1
frequency_baseline,8533,2013,64,1,,1 4 21 25 44 49,10 14 27 32 34 46,,0
frequency_baseline,8534,2013,64,2,,1 4 21 25 44 49,11 14 15 23 34 45,,0
frequency_baseline,8535,2013,65,1,,1 4 21 25 44 49,2 15 17 28 36 44,44,1
frequency_baseline,8536,2013,65,2,,1 4 21 25 44 49,13 16 26 28 45 47,,0
frequency_baseline,8537,2013,66,1,,1 4 21 25 44 49,20 23 34 35 39 45,,0
frequency_baseline,8538,2013,66,2,,1 4 21 25 44 49,4 10 11 12 18 19,4,1
frequency_baseline,8539,2013,67,1,,1 4 21 25 44 49,1 7 26 29 30 36,1,1
frequency_baseline,8540,2013,67,2,,1 4 21 25 44 49,1 6 9 13 24 48,1,1
frequency_baseline,8541,2013,68,1,,1 4 21 25 44 49,2 3 11 12 31 33,,0
frequency_baseline,8542,2013,68,2,,1 4 21 25 44 49,6 7 18 21 23 49,21 49,2
frequency_baseline,8543,2013,69,1,,1 4 21 25 44 49,9 11 23 36 42 47,,0
frequency_baseline,8544,2013,69,2,,1 4 21 25 44 49,21 24 26 32 36 48,21,1
frequency_baseline,8545,2013,70,1,,1 4 21 25 44 49,10 13 19 23 41 48,,0
frequency_baseline,8546,2013,70,2,,1 4 21 25 44 49,10 20 29 35 37 43,,0
frequency_baseline,8547,2013,71,1,,1 4 21 25 44 49,3 7 8 10 16 26,,0
frequency_baseline,8548,2013,71,2,,1 4 21 25 44 49,9 10 17 20 26 47,,0
frequency_baseline,8549,2013,72,1,,1 4 21 25 44 49,6 12 17 19 23 24,,0
frequency_baseline,8550,2013,72,2,,1 4 21 25 44 49,12 16 23 35 37 40,,0
frequency_baseline,8551,2013,73,1,,1 4 21 25 44 49,4 8 15 26 27 38,4,1
frequency_baseline,8552,2013,73,2,,1 4 21 25 44 49,9 17 21 41 43 46,21,1
frequency_baseline,8553,2013,74,1,,1 4 21 25 44 49,17 18 19 22 29 36,,0
frequency_baseline,8554,2013,74,2,,1 4 21 25 44 49,2 7 15 17 39 48,,0
frequency_baseline,8555,2013,75,1,,1 4 21 25 44 49,3 4 27 28 37 41,4,1
frequency_baseline,8556,2013,75,2,,1 4 21 25 44 49,1 11 21 27 35 47,1 21,2
frequency_baseline,8557,2013,76,1,,1 4 21 25 44 49,1 3 19 23 30 37,1,1
frequency_baseline,8558,2013,76,2,,1 4 21 25 44 49,15 18 34 42 43 48,,0
frequency_baseline,8559,2013,77,1,,1 4 21 25 44 49,3 18 24 31 38 40,,0
frequency_baseline,8560,2013,77,2,,1 4 21 25 44 49,2 9 16 39 40 42,,0
frequency_baseline,8561,2013,78,1,,1 4 21 25 44 49,23 28 29 32 40 45,,0
frequency_baseline,8562,2013,78,2,,1 4 21 25 44 49,6 8 27 38 39 40,,0
frequency_baseline,8563,2013,79,1,,1 4 6 21 44 49,4 10 31 36 45 46,4,1
frequency_baseline,8564,2013,79,2,,1 4 6 21 44 49,1 23 29 33 40 42,1,1
frequency_baseline,8565,2013,80,1,,1 4 6 21 44 49,6 10 25 26 37 39,6,1
frequency_baseline,8566,2013,80,2,,1 4 6 21 44 49,1 16 18 30 39 41,1,1
frequency_baseline,8567,2013,81,1,,1 4 6 21 44 49,9 10 21 28 30 46,21,1
frequency_baseline,8568,2013,81,2,,1 4 6 21 44 49,35 36 37 40 43 48,,0
frequency_baseline,8569,2013,82,1,,1 4 6 21 44 49,6 21 28 29 35 36,6 21,2
frequency_baseline,8570,2013,82,2,,1 4 6 21 44 49,8 12 14 18 30 47,,0
frequency_baseline,8571,2013,83,1,,1 4 6 21 44 49,2 7 28 31 36 45,,0
frequency_baseline,8572,2013,83,2,,1 4 21 28 44 49,6 15 19 27 39 44,44,1
frequency_baseline,8573,2013,84,1,,1 4 6 21 44 49,3 9 19 23 31 43,,0
frequency_baseline,8574,2013,84,2,,1 4 6 21 44 49,7 11 18 23 39 48,,0
frequency_baseline,8575,2013,85,1,,1 4 6 21 44 49,22 25 32 42 46 47,,0
frequency_baseline,8576,2013,85,2,,1 4 6 21 44 49,11 17 21 33 43 49,21 49,2
frequency_baseline,8577,2013,86,1,,1 4 6 21 44 49,10 19 22 27 30 34,,0
frequency_baseline,8578,2013,86,2,,1 4 6 21 44 49,16 18 27 35 36 41,,0
frequency_baseline,8579,2013,87,1,,1 4 6 21 44 49,2 3 7 24 29 40,,0
frequency_baseline,8580,2013,87,2,,1 4 6 21 44 49,7 14 31 33 46 47,,0
frequency_baseline,8581,2013,88,1,,1 4 6 21 44 49,1 10 19 25 28 39,1,1
frequency_baseline,8582,2013,88,2,,1 4 21 28 44 49,2 3 12 19 27 29,,0
frequency_baseline,8583,2013,89,1,,1 4 21 28 44 49,16 38 43 45 47 48,,0
frequency_baseline,8584,2013,89,2,,1 4 21 28 44 49,3 6 8 23 34 46,,0
frequency_baseline,8585,2013,90,1,,1 4 6 21 44 49,9 13 21 24 27 37,21,1
frequency_baseline,8586,2013,90,2,,1 4 6 21 44 49,2 11 19 23 36 48,,0
frequency_baseline,8587,2013,91,1,,1 4 6 21 44 49,4 19 20 26 27 40,4,1
frequency_baseline,8588,2013,91,2,,1 4 6 21 44 49,3 8 18 23 30 49,49,1
frequency_baseline,8589,2013,92,1,,1 4 6 21 44 49,15 19 21 24 31 37,21,1
frequency_baseline,8590,2013,92,2,,1 4 6 21 44 49,8 14 19 21 42 48,21,1
frequency_baseline,8591,2013,93,1,,1 4 6 21 44 49,6 7 9 14 36 49,6 49,2
frequency_baseline,8592,2013,93,2,,1 4 6 21 44 49,16 20 21 28 36 37,21,1
frequency_baseline,8593,2013,94,1,,1 4 6 21 44 49,3 8 26 30 33 44,44,1
frequency_baseline,8594,2013,94,2,,1 4 6 21 44 49,3 14 26 32 34 42,,0
frequency_baseline,8595,2013,95,1,,1 4 6 21 44 49,5 6 12 20 21 25,6 21,2
frequency_baseline,8596,2013,95,2,,1 4 6 21 44 49,9 12 29 31 40 43,,0
frequency_baseline,8597,2013,96,1,,1 4 6 21 44 49,10 13 21 43 45 46,21,1
frequency_baseline,8598,2013,96,2,,1 4 6 21 44 49,1 21 31 32 40 46,1 21,2
frequency_baseline,8599,2013,97,1,,1 4 6 21 44 49,1 2 16 22 41 45,1,1
frequency_baseline,8600,2013,97,2,,1 4 6 21 44 49,8 20 21 22 32 34,21,1
frequency_baseline,8601,2013,98,1,,1 4 6 21 44 49,2 13 14 28 31 33,,0
frequency_baseline,8602,2013,98,2,,1 4 6 21 44 49,3 12 16 28 32 34,,0
frequency_baseline,8603,2013,99,1,,1 4 21 28 44 49,4 6 27 40 45 48,4,1
frequency_baseline,8604,2013,99,2,,1 4 6 21 44 49,20 26 34 40 47 49,49,1
frequency_baseline,8605,2013,100,1,,1 4 6 21 44 49,11 18 20 21 23 26,21,1
frequency_baseline,8606,2013,100,2,,1 4 6 21 44 49,16 19 29 30 34 43,,0
frequency_baseline,8607,2013,101,1,,1 4 6 21 44 49,1 7 9 22 24 27,1,1
frequency_baseline,8608,2013,101,2,,1 4 6 21 44 49,1 7 9 16 30 43,1,1
frequency_baseline,8609,2013,102,1,,1 4 6 21 44 49,4 11 13 22 26 39,4,1
frequency_baseline,8610,2013,102,2,,1 4 6 21 44 49,2 8 16 28 44 48,44,1
frequency_baseline,8611,2013,103,1,,1 4 21 28 44 49,6 14 15 25 32 47,,0
frequency_baseline,8612,2013,103,2,,1 4 6 21 44 49,4 9 19 20 33 40,4,1
frequency_baseline,8613,2013,104,1,,1 4 6 21 44 49,12 17 21 27 40 41,21,1
frequency_baseline,8614,2013,104,2,,1 4 6 21 44 49,1 9 10 19 39 41,1,1
frequency_baseline,8615,2014,1,1,,1 4 6 21 44 49,13 18 21 30 34 37,21,1
frequency_baseline,8616,2014,1,2,,1 4 6 21 44 49,2 19 22 30 40 42,,0
frequency_baseline,8617,2014,2,1,,1 4 6 21 44 49,1 10 16 36 41 42,1,1
frequency_baseline,8618,2014,2,2,,1 4 6 21 44 49,11 13 17 23 42 47,,0
frequency_baseline,8619,2014,3,1,,1 4 6 21 44 49,3 29 32 37 45 46,,0
frequency_baseline,8620,2014,3,2,,1 4 6 21 44 49,2 21 22 25 33 43,21,1
frequency_baseline,8621,2014,4,1,,1 4 6 21 44 49,2 21 22 23 30 32,21,1
frequency_baseline,8622,2014,4,2,,1 4 6 21 44 49,5 7 13 28 29 41,,0
frequency_baseline,8623,2014,5,1,,1 4 21 28 44 49,1 4 12 13 33 37,1 4,2
frequency_baseline,8624,2014,5,2,,1 4 21 28 44 49,10 17 33 38 41 44,44,1
frequency_baseline,8625,2014,6,1,,1 4 21 28 44 49,6 14 26 39 45 48,,0
frequency_baseline,8626,2014,6,2,,1 4 6 21 44 49,5 7 12 17 36 37,,0
frequency_baseline,8627,2014,7,1,,1 4 6 21 44 49,11 16 22 26 41 46,,0
frequency_baseline,8628,2014,7,2,,1 4 6 21 44 49,1 5 6 28 29 43,1 6,2
frequency_baseline,8629,2014,8,1,,1 4 6 21 44 49,14 16 20 32 35 37,,0
frequency_baseline,8630,2014,8,2,,1 4 6 21 44 49,7 12 19 26 32 35,,0
frequency_baseline,8631,2014,9,1,,1 4 6 21 44 49,1 11 21 36 39 42,1 21,2
frequency_baseline,8632,2014,9,2,,1 4 6 21 44 49,2 4 10 13 16 24,4,1
frequency_baseline,8633,2014,10,1,,1 4 6 21 44 49,8 14 19 21 23 34,21,1
frequency_baseline,8634,2014,10,2,,1 4 6 21 44 49,15 18 23 26 32 46,,0
frequency_baseline,8635,2014,11,1,,1 4 6 21 44 49,17 31 33 43 46 49,49,1
frequency_baseline,8636,2014,11,2,,1 4 6 21 44 49,1 17 36 38 45 46,1,1
frequency_baseline,8637,2014,12,1,,1 4 6 21 44 49,2 23 27 32 39 45,,0
frequency_baseline,8638,2014,12,2,,1 4 6 21 44 49,2 33 39 40 44 46,44,1
frequency_baseline,8639,2014,13,1,,1 4 6 21 44 49,13 19 21 23 42 45,21,1
frequency_baseline,8640,2014,13,2,,1 4 6 21 44 49,6 7 30 34 44 49,6 44 49,3
