draw_id,date,n1,n2,n3,n4,n5,n6,year,draw_number,draw_position,source_url
6550,,12,16,18,35,36,42,2006,21,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6551,,8,15,31,38,40,44,2006,22,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6552,,18,25,31,34,36,49,2006,22,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6553,,11,23,26,37,39,42,2006,22,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6554,,21,22,25,34,36,49,2006,23,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6555,,4,11,14,18,30,39,2006,23,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6556,,3,18,28,41,47,49,2006,23,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6557,,11,15,20,27,35,48,2006,24,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6558,,11,14,22,40,41,48,2006,24,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6559,,9,17,25,32,39,49,2006,24,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6560,,20,24,39,40,42,48,2006,25,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6561,,2,8,9,25,44,48,2006,25,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6562,,2,16,20,21,25,37,2006,25,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6563,,3,6,7,13,27,47,2006,26,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6564,,1,25,35,36,40,49,2006,26,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6565,,10,11,14,25,26,28,2006,26,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6566,,7,11,34,35,39,49,2006,27,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6567,,16,19,20,37,43,46,2006,27,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6568,,3,20,25,26,30,31,2006,27,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6569,,2,8,26,35,37,47,2006,28,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6570,,1,9,15,28,46,49,2006,28,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6571,,4,35,36,37,40,42,2006,28,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6572,,4,14,22,32,33,34,2006,29,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6573,,8,29,32,36,42,46,2006,29,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6574,,3,8,9,23,38,49,2006,29,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6575,,1,7,12,15,33,34,2006,30,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6576,,2,15,30,34,42,45,2006,30,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6577,,6,10,38,40,48,49,2006,30,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6578,,1,4,7,15,30,41,2006,31,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6579,,15,22,27,28,29,41,2006,31,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6580,,19,22,23,32,38,44,2006,31,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6581,,3,12,15,20,31,33,2006,32,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6582,,3,5,9,19,34,45,2006,32,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6583,,2,9,14,16,24,32,2006,32,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6584,,19,30,32,39,44,48,2006,33,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6585,,4,5,31,35,36,42,2006,33,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6586,,19,21,22,26,38,42,2006,33,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6587,,26,29,37,38,41,43,2006,34,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6588,,6,7,26,29,30,37,2006,34,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6589,,4,6,14,35,38,49,2006,34,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6590,,1,14,21,27,32,39,2006,35,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6591,,5,10,12,16,39,46,2006,35,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6592,,13,35,36,41,46,49,2006,35,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6593,,9,17,24,25,36,38,2006,36,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6594,,9,22,24,35,39,43,2006,36,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6595,,7,21,23,35,38,41,2006,36,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6596,,1,3,22,25,43,45,2006,37,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6597,,3,14,28,31,38,47,2006,37,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6598,,7,9,24,31,41,48,2006,37,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6599,,6,19,20,23,42,47,2006,38,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6600,,2,4,8,9,24,25,2006,38,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6601,,13,14,16,18,33,49,2006,38,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6602,,5,12,13,18,37,44,2006,39,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6603,,3,25,26,28,32,34,2006,39,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6604,,14,20,23,24,45,48,2006,39,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6605,,10,14,26,34,45,48,2006,40,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6606,,10,11,16,17,23,40,2006,40,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6607,,12,21,25,29,43,49,2006,40,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6608,,11,14,18,24,38,40,2006,41,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6609,,24,29,37,43,45,48,2006,41,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6610,,6,20,32,38,40,47,2006,41,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6611,,25,33,35,37,41,45,2006,42,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6612,,10,14,25,27,44,49,2006,42,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6613,,2,3,17,38,45,49,2006,42,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6614,,11,16,21,32,38,46,2006,43,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6615,,3,7,12,21,41,47,2006,43,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6616,,12,14,27,31,35,40,2006,43,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6617,,8,9,16,25,28,34,2006,44,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6618,,1,8,9,10,19,49,2006,44,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6619,,1,6,7,19,27,45,2006,44,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6620,,16,21,22,25,32,33,2006,45,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6621,,18,28,36,37,44,46,2006,45,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6622,,4,6,28,30,32,36,2006,45,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6623,,21,24,27,28,39,46,2006,46,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6624,,2,11,17,24,35,37,2006,46,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6625,,13,22,34,35,45,46,2006,46,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6626,,2,20,22,27,45,49,2006,47,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6627,,2,3,13,15,38,43,2006,47,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6628,,2,10,16,36,37,43,2006,47,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6629,,1,2,4,8,46,49,2006,48,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6630,,22,28,33,42,47,49,2006,48,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6631,,1,6,11,26,29,32,2006,48,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6632,,1,4,11,17,19,25,2006,49,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6633,,2,11,18,29,34,35,2006,49,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6634,,2,7,10,21,39,41,2006,49,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6635,,20,28,40,42,45,48,2006,50,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6636,,1,20,26,33,39,41,2006,50,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6637,,9,16,24,29,37,38,2006,50,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6638,,1,6,13,35,37,40,2006,51,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6639,,12,18,22,27,29,49,2006,51,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6640,,6,7,26,33,37,40,2006,51,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6641,,7,12,28,31,40,47,2006,52,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6642,,5,22,28,31,37,49,2006,52,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6643,,6,23,24,30,38,42,2006,52,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6644,,7,10,24,42,45,49,2006,53,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6645,,4,7,14,16,27,47,2006,53,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6646,,2,7,19,24,26,36,2006,53,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6647,,18,32,38,39,44,48,2006,54,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6648,,4,25,30,32,43,44,2006,54,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6649,,1,13,21,28,33,47,2006,54,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6650,,8,14,31,41,42,46,2006,55,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6651,,14,21,32,34,39,40,2006,55,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6652,,3,7,23,25,29,31,2006,55,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6653,,1,3,15,17,30,47,2006,56,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6654,,9,15,26,28,33,45,2006,56,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6655,,6,8,15,33,41,44,2006,56,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6656,,9,12,24,33,35,42,2006,57,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6657,,3,10,11,35,37,41,2006,57,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6658,,5,7,8,17,32,36,2006,57,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6659,,10,23,26,29,44,47,2006,58,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6660,,1,15,34,40,47,49,2006,58,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6661,,7,9,13,19,40,42,2006,58,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6662,,15,16,36,40,43,45,2006,59,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6663,,30,35,38,39,44,47,2006,59,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6664,,11,22,26,38,44,45,2006,59,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6665,,4,10,17,18,38,43,2006,60,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6666,,2,9,16,20,43,47,2006,60,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6667,,4,7,22,24,34,38,2006,60,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6668,,13,17,26,27,35,48,2006,61,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6669,,2,7,24,27,28,43,2006,61,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6670,,1,10,13,20,32,35,2006,61,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6671,,11,13,25,27,39,48,2006,62,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6672,,5,7,10,14,20,26,2006,62,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6673,,17,20,22,30,41,47,2006,62,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6674,,5,18,20,23,40,43,2006,63,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6675,,4,16,17,28,30,42,2006,63,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6676,,26,32,37,38,41,49,2006,63,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6677,,2,10,19,30,46,49,2006,64,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6678,,2,7,14,21,23,44,2006,64,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6679,,6,9,23,24,41,46,2006,64,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6680,,1,6,12,13,35,47,2006,65,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6681,,3,17,28,36,46,48,2006,65,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6682,,23,25,30,32,39,49,2006,65,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6683,,1,8,13,45,46,49,2006,66,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6684,,1,4,5,24,41,46,2006,66,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6685,,14,23,34,36,37,48,2006,66,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6686,,1,2,9,21,29,40,2006,67,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6687,,22,26,28,29,30,45,2006,67,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6688,,3,14,23,25,26,28,2006,67,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6689,,8,9,16,34,37,47,2006,68,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6690,,4,19,23,25,28,44,2006,68,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6691,,4,9,10,16,36,48,2006,68,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6692,,6,14,17,20,21,47,2006,69,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6693,,12,24,29,30,32,39,2006,69,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6694,,5,6,11,24,27,33,2006,69,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6695,,1,22,25,42,45,48,2006,70,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6696,,2,6,7,22,33,38,2006,70,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6697,,3,5,9,10,23,40,2006,70,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6698,,1,4,16,42,44,47,2006,71,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6699,,2,5,14,26,29,38,2006,71,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6700,,4,9,13,23,26,45,2006,71,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6701,,11,18,22,27,44,46,2006,72,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6702,,21,22,24,29,42,43,2006,72,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6703,,3,24,29,31,47,48,2006,72,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6704,,26,32,41,45,46,47,2006,73,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6705,,8,12,14,19,38,44,2006,73,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6706,,4,6,10,22,41,47,2006,73,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6707,,5,7,26,42,48,49,2006,74,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6708,,6,8,16,17,22,28,2006,74,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6709,,14,18,27,28,32,48,2006,74,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6710,,12,15,16,17,27,32,2006,75,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6711,,21,23,27,28,30,34,2006,75,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6712,,2,12,18,31,40,42,2006,75,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6713,,1,23,24,25,30,47,2006,76,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6714,,4,7,14,21,43,49,2006,76,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6715,,1,9,12,27,29,35,2006,76,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6716,,3,10,14,31,34,37,2006,77,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6717,,2,13,30,33,36,42,2006,77,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6718,,16,17,20,24,25,45,2006,77,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6719,,3,16,30,41,43,45,2006,78,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6720,,9,12,28,30,36,47,2006,78,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6721,,1,7,17,19,24,45,2006,78,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6722,,9,26,35,38,39,44,2006,79,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6723,,2,3,8,9,14,31,2006,79,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6724,,10,27,34,40,41,48,2006,79,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6725,,12,16,27,31,32,38,2006,80,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6726,,9,13,27,42,43,45,2006,80,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6727,,1,10,21,24,46,49,2006,80,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6728,,3,14,23,28,34,35,2006,81,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6729,,5,10,20,33,39,40,2006,81,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6730,,17,33,35,47,48,49,2006,81,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6731,,1,15,23,40,41,45,2006,82,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6732,,4,8,22,23,27,33,2006,82,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6733,,1,5,7,9,30,46,2006,82,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6734,,11,13,15,27,38,45,2006,83,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6735,,23,30,33,34,37,47,2006,83,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6736,,10,23,31,34,36,38,2006,83,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6737,,9,14,22,38,41,43,2006,84,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6738,,11,18,20,32,33,39,2006,84,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6739,,26,32,37,40,44,48,2006,84,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6740,,2,16,21,23,41,42,2006,85,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6741,,1,7,8,19,20,48,2006,85,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6742,,9,22,27,31,38,41,2006,85,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6743,,5,20,24,25,30,37,2006,86,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6744,,2,5,15,16,17,35,2006,86,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6745,,6,12,17,18,21,39,2006,86,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6746,,12,17,19,21,39,45,2006,87,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6747,,6,15,19,28,42,49,2006,87,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6748,,5,9,12,14,17,38,2006,87,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6749,,18,37,40,43,45,49,2006,88,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6750,,8,12,14,31,36,40,2006,88,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6751,,20,25,26,34,37,47,2006,88,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6752,,12,26,30,34,43,46,2006,89,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6753,,2,11,24,28,39,43,2006,89,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6754,,10,18,27,34,35,48,2006,89,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6755,,3,11,13,17,20,35,2006,90,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6756,,14,15,23,27,29,40,2006,90,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6757,,7,19,24,33,34,39,2006,90,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6758,,9,14,25,26,38,43,2006,91,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6759,,8,16,36,38,42,46,2006,91,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6760,,1,2,26,33,38,39,2006,91,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6761,,20,26,31,37,45,47,2006,92,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6762,,14,20,23,24,32,34,2006,92,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6763,,3,9,10,22,26,40,2006,92,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6764,,7,11,22,39,40,41,2006,93,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6765,,16,19,32,40,44,48,2006,93,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6766,,5,15,21,36,42,47,2006,93,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6767,,6,10,18,35,36,47,2006,94,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6768,,2,12,13,21,37,48,2006,94,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6769,,6,10,22,34,46,47,2006,94,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6770,,8,13,21,40,44,49,2006,95,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6771,,5,7,24,25,45,48,2006,95,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6772,,2,8,23,29,31,41,2006,95,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6773,,1,6,8,9,19,42,2006,96,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6774,,24,26,34,41,45,48,2006,96,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6775,,7,27,36,41,46,47,2006,96,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6776,,3,7,18,25,28,35,2006,97,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6777,,1,24,26,28,41,43,2006,97,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6778,,1,8,17,24,37,41,2006,97,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6779,,1,7,16,17,30,34,2006,98,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6780,,26,27,34,40,42,44,2006,98,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6781,,19,20,33,34,35,39,2006,98,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6782,,12,15,16,33,39,43,2006,99,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6783,,3,23,28,36,37,44,2006,99,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6784,,10,11,22,26,37,41,2006,99,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6785,,3,18,23,30,39,40,2006,100,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6786,,1,3,8,15,35,44,2006,100,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6787,,7,16,18,44,46,47,2006,100,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6788,,12,20,23,39,44,49,2006,101,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6789,,4,10,11,15,46,48,2006,101,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6790,,8,37,38,39,41,44,2006,101,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6791,,8,11,19,32,43,47,2006,102,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6792,,4,10,12,18,20,22,2006,102,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6793,,12,20,27,30,38,44,2006,102,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6794,,16,31,37,39,43,49,2006,103,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6795,,6,17,24,29,42,49,2006,103,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6796,,5,17,35,40,42,47,2006,103,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6797,,14,19,27,35,45,48,2006,104,1,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6798,,15,20,21,26,27,36,2006,104,2,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6799,,21,25,32,34,39,48,2006,104,3,https://info.toto.bg/content/files/stats-tiraji/649_2006.txt
6800,,8,10,14,27,28,29,2007,2,1,https://info.toto.bg/content/files/stats-tiraji/649_2007.txt
6801,,6,17,29,30,33,44,2007,2,2,https://info.toto.bg/content/files/stats-tiraji/649_2007.txt
6802,,15,29,33,39,45,48,2007,2,3,https://info.toto.bg/content/files/stats-tiraji/649_2007.txt
6803,,21,34,39,44,45,46,2007,3,1,https://info.toto.bg/content/files/stats-tiraji/649_2007.txt
6804,,15,22,38,39,40,45,2007,3,2,https://info.toto.bg/content/files/stats-tiraji/649_2007.txt
6805,,3,14,19,26,41,42,2007,3,3,https://info.toto.bg/content/files/stats-tiraji/649_2007.txt
6806,,3,13,22,25,26,44,2007,3,4,https://info.toto.bg/content/files/stats-tiraji/649_2007.txt
6807,,6,19,30,43,44,48,2007,3,5,https://info.toto.bg/content/files/stats-tiraji/649_2007.txt
6808,,7,11,24,26,27,46,2007,5,1,https://info.toto.bg/content/files/stats-tiraji/649_2007.txt
6809,,2,10,16,23,29,45,2007,5,2,https://info.toto.bg/content/files/stats-tiraji/649_2007.txt
6810,,26,31,36,41,48,49,2007,5,3,https://info.toto.bg/content/files/stats-tiraji/649_2007.txt
6811,,8,15,17,20,24,46,2007,5,4,https://info.toto.bg/content/files/stats-tiraji/649_2007.txt
6812,,4,10,13,27,35,42,2007,7,1,https://info.toto.bg/content/files/stats-tiraji/649_2007.txt
